Subject,Start Time,End Time,Description
Winter 2023 Residency / Meta / Ad Type Overview,2023-02-27 14:00:00-05:00,2023-02-27 15:00:00-05:00,"Topic: Winter 2023 Residency / Meta / Ad Type Overview<br>Time: Feb 27, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/87692588133?pwd=eE43d1pRa2RhVzg4ZGo5NHNzT00rdz09"">https://vaynerx.zoom.us/j/87692588133?pwd=eE43d1pRa2RhVzg4ZGo5NHNzT00rdz09</a><br><br>Meeting ID: 876 9258 8133<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,87692588133#,,,,*11111# US (New York)<br>+16469313860,,87692588133#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>Meeting ID: 876 9258 8133<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kbGhctT2PL"">https://vaynerx.zoom.us/u/kbGhctT2PL</a>"
Winter 2023 Residency / Meta / Targeting + Audiences,2023-02-28 14:00:00-05:00,2023-02-28 15:00:00-05:00,"Topic: Winter 2023 Residency / Meta / Targeting + Audiences<br>Time: Feb 28, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/81988459353?pwd=R0NKUmMzWFIzQUtaMUMydDdaRERZQT09"">https://vaynerx.zoom.us/j/81988459353?pwd=R0NKUmMzWFIzQUtaMUMydDdaRERZQT09</a><br><br>Meeting ID: 819 8845 9353<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,81988459353#,,,,*11111# US (New York)<br>+16469313860,,81988459353#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>Meeting ID: 819 8845 9353<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kXBRfHhg"">https://vaynerx.zoom.us/u/kXBRfHhg</a>"
Winter 2023 Residency / Q&A  w/ Hunter + Kandace+ Zhang,2023-03-01 14:00:00-05:00,2023-03-01 15:00:00-05:00,"Topic: Winter 2023 Residency / Q&amp;A w/ Hunter + Kandace+ Zhang<br>Time: Mar 1, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/87686350916?pwd=ZWZLd2NDV00xNU9WYytVLzNMbHBrQT09"">https://vaynerx.zoom.us/j/87686350916?pwd=ZWZLd2NDV00xNU9WYytVLzNMbHBrQT09</a><br><br>Meeting ID: 876 8635 0916<br>Passcode: 11111<br>One tap mobile<br>+16469313860,,87686350916#,,,,*11111# US<br>+19294362866,,87686350916#,,,,*11111# US (New York)<br><br>Dial by your location<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>Meeting ID: 876 8635 0916<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kebpnRpDOJ"">https://vaynerx.zoom.us/u/kebpnRpDOJ</a>"
Winter 2023 Residency / Meta / Buying Dynamics,2023-03-06 14:00:00-05:00,2023-03-06 15:00:00-05:00,"Topic: Winter 2023 Residency / Meta / Buying Dynamics<br>Time: Mar 6, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/87571399147?pwd=N2Z6MmdEdjNPOC9LSGlRNVFIUndFUT09"">https://vaynerx.zoom.us/j/87571399147?pwd=N2Z6MmdEdjNPOC9LSGlRNVFIUndFUT09</a><br><br>Meeting ID: 875 7139 9147<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,87571399147#,,,,*11111# US (New York)<br>+16469313860,,87571399147#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>Meeting ID: 875 7139 9147<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kc1KlCi2ov"">https://vaynerx.zoom.us/u/kc1KlCi2ov</a>"
Winter 2023 Residency / TikTok [PAID],2023-03-07 14:00:00-05:00,2023-03-07 15:00:00-05:00,"Topic: Winter 2023 Residency / TikTok [PAID]<br>Time: Mar 7, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/81969794336?pwd=OEIrckxmN1BzbTRUdjhRbzgxaUkvQT09"">https://vaynerx.zoom.us/j/81969794336?pwd=OEIrckxmN1BzbTRUdjhRbzgxaUkvQT09</a><br><br>Meeting ID: 819 6979 4336<br>Passcode: 11111<br>One tap mobile<br>+16469313860,,81969794336#,,,,*11111# US<br>+19294362866,,81969794336#,,,,*11111# US (New York)<br><br>Dial by your location<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>Meeting ID: 819 6979 4336<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kbOqevPA0V"">https://vaynerx.zoom.us/u/kbOqevPA0V</a>"
Winter 2023 Residency / PLANNING 3 - THE WHAT: Insights + Media Research/Tools Available,2023-03-08 14:00:00-05:00,2023-03-08 15:00:00-05:00,"Topic: Winter 2023 Residency / PLANNING 3 - THE WHAT: Insights + Media Research/Tools Available<br>Time: Mar 8, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/84879240286?pwd=bmpYMWNUR1A0RGZheWNiYjJkR1JBZz09"">https://vaynerx.zoom.us/j/84879240286?pwd=bmpYMWNUR1A0RGZheWNiYjJkR1JBZz09</a><br><br>Meeting ID: 848 7924 0286<br>Passcode: 11111<br>One tap mobile<br>+16469313860,,84879240286#,,,,*11111# US<br>+19294362866,,84879240286#,,,,*11111# US (New York)<br><br>Dial by your location<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>Meeting ID: 848 7924 0286<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kdlYjtagVG"">https://vaynerx.zoom.us/u/kdlYjtagVG</a>"
Winter 2023 Residency / Snapchat [SOC + PAID],2023-03-10 14:00:00-05:00,2023-03-10 15:00:00-05:00,"Topic: Winter 2023 Residency / Snapchat [SOC + PAID]<br>Time: Mar 10, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/81382683669?pwd=MmswRXMzK2ljSjlJYWo5MU9zYVloQT09"">https://vaynerx.zoom.us/j/81382683669?pwd=MmswRXMzK2ljSjlJYWo5MU9zYVloQT09</a><br><br>Meeting ID: 813 8268 3669<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,81382683669#,,,,*11111# US (New York)<br>+16469313860,,81382683669#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>Meeting ID: 813 8268 3669<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kbd38oP7e"">https://vaynerx.zoom.us/u/kbd38oP7e</a>"
Winter 2023 Residency / Twitter [SOC + PAID],2023-03-13 14:00:00-04:00,2023-03-13 15:00:00-04:00,"Topic: Winter 2023 Residency / Twitter [SOC + PAID]<br>Time: Mar 13, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/83417803570?pwd=WUpIaVNiOFFuRHEwSFJOTDhCUlBMZz09"">https://vaynerx.zoom.us/j/83417803570?pwd=WUpIaVNiOFFuRHEwSFJOTDhCUlBMZz09</a><br><br>Meeting ID: 834 1780 3570<br>Passcode: 11111<br>One tap mobile<br>+16469313860,,83417803570#,,,,*11111# US<br>+19294362866,,83417803570#,,,,*11111# US (New York)<br><br>Dial by your location<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>Meeting ID: 834 1780 3570<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kbn3Fppgpr"">https://vaynerx.zoom.us/u/kbn3Fppgpr</a>"
Winter 2023 Residency / LinkedIn [SOC + PAID],2023-03-14 14:00:00-04:00,2023-03-14 15:00:00-04:00,"Topic: Winter 2023 Residency / LinkedIn [SOC + PAID]<br>Time: Mar 14, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/86742555823?pwd=QnUyRWpwT2VYOG1FRUdEd0dtUEJwQT09"">https://vaynerx.zoom.us/j/86742555823?pwd=QnUyRWpwT2VYOG1FRUdEd0dtUEJwQT09</a><br><br>Meeting ID: 867 4255 5823<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,86742555823#,,,,*11111# US (New York)<br>+16469313860,,86742555823#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>Meeting ID: 867 4255 5823<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kbjw8DaEqr"">https://vaynerx.zoom.us/u/kbjw8DaEqr</a>"
Winter 2023 Residency / Tracer 101,2023-03-15 14:00:00-04:00,2023-03-15 15:00:00-04:00,"Topic: Winter 2023 Residency / Tracer 101<br>Time: Mar 15, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/89573321847?pwd=TzdUUHNVRUlkNzlnZ1o2Zmp1REZzZz09"">https://vaynerx.zoom.us/j/89573321847?pwd=TzdUUHNVRUlkNzlnZ1o2Zmp1REZzZz09</a><br><br>Meeting ID: 895 7332 1847<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,89573321847#,,,,*11111# US (New York)<br>+16469313860,,89573321847#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>Meeting ID: 895 7332 1847<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kyFQyDMpH"">https://vaynerx.zoom.us/u/kyFQyDMpH</a>"
Winter 2023 Residency / BI (+ Media) Excel 2 - Advanced ,2023-03-16 14:00:00-04:00,2023-03-16 15:00:00-04:00,"Topic: Winter 2023 Residency / BI (+ Media) Excel 2 - Advanced<br>Time: Mar 16, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/81926201537?pwd=amNWZDVHdU52S3BPc2lFQXZaSjJwdz09"">https://vaynerx.zoom.us/j/81926201537?pwd=amNWZDVHdU52S3BPc2lFQXZaSjJwdz09</a><br><br>Meeting ID: 819 2620 1537<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,81926201537#,,,,*11111# US (New York)<br>+16469313860,,81926201537#,,,,*11111# US<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 646 931 3860 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>Meeting ID: 819 2620 1537<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kdWTCocVI"">https://vaynerx.zoom.us/u/kdWTCocVI</a>"
Winter 2023 Residency / BI (+ Media): Descriptive Analytics 2  ,2023-03-21 14:00:00-04:00,2023-03-21 15:00:00-04:00,"Topic: Winter 2023 Residency / BI (+ Media): Descriptive Analytics 2<br>Time: Mar 21, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/87390008155?pwd=RUhVMWttZTRwaTI0a2FuWm1aS2VrUT09"">https://vaynerx.zoom.us/j/87390008155?pwd=RUhVMWttZTRwaTI0a2FuWm1aS2VrUT09</a><br><br>Meeting ID: 873 9000 8155<br>Passcode: 11111<br>One tap mobile<br>+19294362866,,87390008155#,,,,*11111# US (New York)<br>+13017158592,,87390008155#,,,,*11111# US (Washington DC)<br><br>Dial by your location<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 646 931 3860 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>Meeting ID: 873 9000 8155<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kdPswXzT6g"">https://vaynerx.zoom.us/u/kdPswXzT6g</a>"
Winter 2023 Residency / BI (+ Media): EDA Labs 1  ,2023-03-23 14:00:00-04:00,2023-03-23 15:00:00-04:00,"Topic: Winter 2023 Residency / BI (+ Media): EDA Labs 1<br>Time: Mar 23, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/88931591727?pwd=cm1ubTRoZURNbnRZbjB5VG1mdEFNZz09"">https://vaynerx.zoom.us/j/88931591727?pwd=cm1ubTRoZURNbnRZbjB5VG1mdEFNZz09</a><br><br>Meeting ID: 889 3159 1727<br>Passcode: 11111<br>One tap mobile<br>+13126266799,,88931591727#,,,,*11111# US (Chicago)<br>+16469313860,,88931591727#,,,,*11111# US<br><br>Dial by your location<br>        +1 312 626 6799 US (Chicago)<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>Meeting ID: 889 3159 1727<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kbk6jGp4Qi"">https://vaynerx.zoom.us/u/kbk6jGp4Qi</a>"
Winter 2023 Residency / Search / Targeting + Keyword Match Types,2023-03-27 14:00:00-04:00,2023-03-27 15:00:00-04:00,"Topic: Winter 2023 Residency / Search / Targeting + Keyword Match Types<br>Time: Mar 27, 2023 02:00 PM Eastern Time (US and Canada)<br><br>Join Zoom Meeting<br><a href=""https://vaynerx.zoom.us/j/82931643107?pwd=eFYwdnRUSndtck5VSU40eVVtNitVZz09"">https://vaynerx.zoom.us/j/82931643107?pwd=eFYwdnRUSndtck5VSU40eVVtNitVZz09</a><br><br>Meeting ID: 829 3164 3107<br>Passcode: 11111<br>One tap mobile<br>+13052241968,,82931643107#,,,,*11111# US<br>+13092053325,,82931643107#,,,,*11111# US<br><br>Dial by your location<br>        +1 305 224 1968 US<br>        +1 309 205 3325 US<br>        +1 312 626 6799 US (Chicago)<br>        +1 646 931 3860 US<br>        +1 929 436 2866 US (New York)<br>        +1 301 715 8592 US (Washington DC)<br>        +1 564 217 2000 US<br>        +1 669 444 9171 US<br>        +1 669 900 6833 US (San Jose)<br>        +1 689 278 1000 US<br>        +1 719 359 4580 US<br>        +1 253 205 0468 US<br>        +1 253 215 8782 US (Tacoma)<br>        +1 346 248 7799 US (Houston)<br>        +1 360 209 5623 US<br>        +1 386 347 5053 US<br>        +1 507 473 4847 US<br>Meeting ID: 829 3164 3107<br>Passcode: 11111<br>Find your local number: <a href=""https://vaynerx.zoom.us/u/kdRSY8GJQ9"">https://vaynerx.zoom.us/u/kdRSY8GJQ9</a>"
